open_time,open,high,low,close,volume
1779080400000,4543.28,4554.49,4533.59,4534.2,10470.663
1779084000000,4534.2,4549.97,4533.1,4549.49,8951.561
1779087600000,4549.49,4562.18,4541.6,4548.8,11267.571
1779091200000,4548.79,4559.29,4545.64,4553.67,6144.395
1779094800000,4553.56,4554.77,4543.26,4545.8,6610.098
1779098400000,4545.75,4549.99,4536.0,4542.39,9587.334
1779102000000,4542.39,4569.74,4533.3,4554.21,22404.302
1779105600000,4554.22,4577.45,4549.09,4574.17,18244.307
1779109200000,4574.17,4586.53,4564.38,4578.65,23527.716
1779112800000,4578.65,4578.65,4541.25,4549.49,19308.245
1779116400000,4549.44,4550.92,4535.37,4546.62,13608.452
1779120000000,4546.63,4557.85,4538.0,4553.51,12368.502
1779123600000,4553.51,4561.04,4549.16,4550.26,4621.338
1779127200000,4550.26,4550.9,4537.91,4539.38,4186.926
1779130800000,4539.38,4567.9,4539.01,4561.7,17606.431
1779134400000,4561.7,4571.25,4561.2,4571.24,3856.826
1779138000000,4571.24,4573.0,4569.55,4569.55,996.987
1779141600000,4569.55,4580.9,4569.55,4577.19,5963.25
1779145200000,4577.19,4590.94,4577.19,4584.42,6816.131
1779148800000,4584.38,4591.71,4564.43,4566.19,7112.114
1779152400000,4566.09,4575.31,4558.0,4566.32,9172.706
1779156000000,4566.31,4566.31,4549.09,4550.99,7976.555
1779159600000,4550.98,4558.07,4547.1,4548.54,7696.291
1779163200000,4548.55,4548.94,4541.94,4545.98,4699.243
1779166800000,4545.99,4550.0,4533.76,4544.23,14785.227
1779170400000,4544.1,4556.0,4536.75,4550.57,7986.013
1779174000000,4550.57,4561.65,4545.33,4560.13,9533.026
1779177600000,4560.13,4561.89,4540.36,4546.04,8790.811
1779181200000,4545.99,4549.43,4539.16,4545.28,8072.302
1779184800000,4545.29,4547.34,4528.07,4547.34,11565.311
1779188400000,4547.34,4550.22,4533.9,4534.35,6926.682
1779192000000,4534.5,4549.97,4531.5,4541.09,8819.166
1779195600000,4541.08,4541.08,4469.25,4507.57,67714.438
1779199200000,4507.56,4517.06,4488.23,4497.43,30019.34
1779202800000,4497.44,4512.0,4493.64,4511.01,11354.859
1779206400000,4511.01,4516.12,4500.22,4511.26,6441.743
1779210000000,4511.26,4514.18,4502.72,4504.53,3904.376
1779213600000,4504.53,4507.75,4494.76,4497.66,4174.322
1779217200000,4497.62,4500.98,4485.19,4486.9,4869.258
1779220800000,4486.99,4491.85,4485.06,4486.58,2483.195
1779224400000,4486.58,4495.96,4486.57,4490.56,1058.999
1779228000000,4490.56,4490.56,4480.7,4487.81,5213.916
1779231600000,4487.8,4499.0,4484.17,4492.64,5146.171
1779235200000,4492.64,4512.0,4483.64,4504.17,10484.181
1779238800000,4504.27,4509.34,4458.23,4484.2,22289.562
1779242400000,4484.16,4489.77,4462.32,4468.12,12160.033
1779246000000,4468.11,4470.19,4457.27,4466.89,10295.761
1779249600000,4466.88,4473.95,4460.12,4464.86,11258.725
1779253200000,4464.85,4482.16,4464.74,4475.49,11243.761
1779256800000,4475.67,4481.94,4465.66,4477.92,11342.449
1779260400000,4477.89,4488.44,4475.68,4481.02,10381.757
1779264000000,4481.03,4492.73,4479.62,4487.05,10058.529
1779267600000,4487.05,4493.53,4476.19,4487.52,9725.302
1779271200000,4487.52,4499.93,4487.39,4497.57,7945.401
1779274800000,4497.57,4503.49,4493.68,4501.49,9968.74
1779278400000,4501.49,4507.38,4496.31,4499.37,10810.641
1779282000000,4499.36,4508.4,4485.32,4486.48,17517.113
1779285600000,4486.48,4538.53,4471.01,4533.42,50700.067
1779289200000,4533.42,4556.28,4525.16,4531.65,30935.217
1779292800000,4531.43,4538.0,4527.44,4537.25,7396.563
1779296400000,4537.25,4541.57,4533.0,4533.68,6707.75
1779300000000,4533.68,4547.0,4531.93,4545.02,4751.813
1779303600000,4545.03,4551.6,4544.13,4548.19,5210.415
1779307200000,4548.19,4553.0,4543.82,4545.97,3190.403
1779310800000,4545.98,4547.86,4543.14,4546.16,1104.137
1779314400000,4546.16,4549.94,4536.36,4542.27,5890.143
1779318000000,4542.26,4548.99,4537.21,4548.6,2893.534
1779321600000,4548.61,4554.88,4539.63,4547.5,6154.442
1779325200000,4547.49,4572.07,4542.67,4562.6,13163.283
1779328800000,4562.61,4566.03,4535.16,4535.95,11880.911
1779332400000,4535.95,4542.91,4529.5,4530.96,7037.746
1779336000000,4530.73,4542.71,4529.81,4541.08,4254.016
1779339600000,4541.0,4542.56,4520.63,4530.33,9873.915
1779343200000,4530.32,4541.24,4522.0,4524.55,9684.467
1779346800000,4524.31,4527.0,4514.38,4522.22,7543.561
1779350400000,4522.22,4538.49,4520.97,4534.91,9222.955
1779354000000,4534.91,4545.0,4530.61,4532.76,6582.319
1779357600000,4532.76,4538.27,4508.1,4514.5,16663.213
1779361200000,4514.51,4523.59,4510.8,4516.03,6372.424
1779364800000,4516.21,4521.33,4504.82,4506.8,12395.812
1779368400000,4506.79,4522.91,4492.09,4515.65,28264.027
1779372000000,4515.72,4518.2,4501.13,4510.68,10311.353
1779375600000,4510.69,4517.44,4500.0,4513.91,8845.853
1779379200000,4513.92,4522.64,4513.92,4521.31,6908.158
1779382800000,4521.32,4560.9,4515.77,4552.49,30505.096
1779386400000,4552.5,4556.53,4529.77,4534.18,15563.438
1779390000000,4534.17,4545.05,4532.34,4544.5,6297.808
1779393600000,4544.5,4545.9,4541.37,4544.14,1556.062
1779397200000,4544.13,4545.0,4542.51,4543.56,1116.982
1779400800000,4543.56,4546.89,4541.64,4544.9,2626.516
1779404400000,4544.91,4546.54,4534.38,4536.8,3292.165
1779408000000,4536.8,4543.38,4527.14,4528.92,5699.148
1779411600000,4528.86,4537.0,4523.84,4528.13,6670.703
